bowler,venue,matches_played,total_runs_conceded,balls_bowled,economy,total_wickets,Bowling_Strike_Rate,Performance
N Burger,"MA Chidambaram Stadium, Chennai",1,21,18,7.0,1,18.0,Good
N Burger,"Sawai Mansingh Stadium, Jaipur",3,98,62,9.48,4,15.5,Good
N Burger,"Wankhede Stadium, Mumbai",1,33,25,7.92,2,12.5,Good
N Rana,"Arun Jaitley Stadium, Delhi",1,17,24,4.25,2,12.0,Excellent
N Rana,"Dr DY Patil Sports Academy, Mumbai",1,9,6,9.0,0,NA,Poor
N Rana,"Eden Gardens, Kolkata",4,50,24,12.5,1,24.0,Poor
N Rana,"M.Chinnaswamy Stadium, Bengaluru",1,8,6,8.0,0,NA,Average
N Rana,"Wankhede Stadium, Mumbai",1,14,6,14.0,0,NA,Bad
N Thushara,"Arun Jaitley Stadium, Delhi",1,56,26,12.92,0,NA,Bad
N Thushara,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,30,26,6.92,1,26.0,Excellent
N Thushara,"Eden Gardens, Kolkata",1,31,20,9.3,1,20.0,Average
N Thushara,"Sawai Mansingh Stadium, Jaipur",1,28,18,9.33,0,NA,Poor
N Thushara,"Wankhede Stadium, Mumbai",3,114,82,8.34,6,13.666666666666666,Good
N Wadhera,"Wankhede Stadium, Mumbai",1,13,12,6.5,0,NA,Excellent
NA Saini,"Rajiv Gandhi International Stadium, Hyderabad",1,35,15,14.0,0,NA,Bad
NM Coulter-Nile,"Maharashtra Cricket Association Stadium, Pune",1,49,20,14.7,0,NA,Bad
NT Ellis,"Arun Jaitley Stadium, Delhi",1,26,25,6.24,2,12.5,Excellent
NT Ellis,"Barsapara Cricket Stadium, Guwahati",2,54,48,6.75,5,9.6,Excellent
NT Ellis,"Brabourne Stadium, Mumbai",1,15,14,6.43,0,NA,Excellent
NT Ellis,"Eden Gardens, Kolkata",1,30,24,7.5,1,24.0,Good
NT Ellis,Himachal Pradesh Cricket Association Stadium (Dharamsala),2,80,49,9.8,1,49.0,Poor
NT Ellis,"Punjab Cricket Association IS Bindra Stadium, Mohali",3,104,69,9.04,4,17.25,Average
NT Ellis,"Rajiv Gandhi International Stadium, Hyderabad",1,28,18,9.33,0,NA,Poor
NT Ellis,"Wankhede Stadium, Mumbai",2,86,50,10.32,5,10.0,Excellent
Naman Dhir,"Narendra Modi Stadium, Ahmedabad",1,13,6,13.0,0,NA,Bad
Naman Dhir,"Wankhede Stadium, Mumbai",2,42,23,10.96,0,NA,Bad
Navdeep Saini,"Dr DY Patil Sports Academy, Mumbai",1,36,20,10.8,2,10.0,Excellent
Navdeep Saini,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,40,25,9.6,3,8.333333333333334,Excellent
Navdeep Saini,"Wankhede Stadium, Mumbai",1,37,19,11.68,1,19.0,Average
Naveen-ul-Haq,"Arun Jaitley Stadium, Delhi",1,51,25,12.24,2,12.5,Bad
Naveen-ul-Haq,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",8,261,191,8.2,11,17.363636363636363,Average
Naveen-ul-Haq,"Eden Gardens, Kolkata",1,46,24,11.5,0,NA,Bad
Naveen-ul-Haq,"M.Chinnaswamy Stadium, Bengaluru",1,26,23,6.78,2,11.5,Excellent
Naveen-ul-Haq,"MA Chidambaram Stadium, Chennai",1,39,27,8.67,4,6.75,Excellent
Naveen-ul-Haq,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,31,26,7.15,3,8.666666666666666,Excellent
Naveen-ul-Haq,"Rajiv Gandhi International Stadium, Hyderabad",1,37,12,18.5,0,NA,Bad
Naveen-ul-Haq,"Sawai Mansingh Stadium, Jaipur",2,61,53,6.91,2,26.5,Excellent
Naveen-ul-Haq,"Wankhede Stadium, Mumbai",1,50,26,11.54,2,13.0,Good
Nithish Kumar Reddy,"Arun Jaitley Stadium, Delhi",1,17,14,7.29,2,7.0,Excellent
Nithish Kumar Reddy,"MA Chidambaram Stadium, Chennai",1,9,7,7.71,0,NA,Good
Nithish Kumar Reddy,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,33,19,10.42,1,19.0,Average
Nithish Kumar Reddy,"Narendra Modi Stadium, Ahmedabad",1,13,6,13.0,0,NA,Bad
Nithish Kumar Reddy,"Rajiv Gandhi International Stadium, Hyderabad",3,85,42,12.14,1,42.0,Bad
Nithish Kumar Reddy,"Wankhede Stadium, Mumbai",2,51,30,10.2,0,NA,Bad
Noor Ahmad,"Arun Jaitley Stadium, Delhi",1,36,19,11.37,1,19.0,Average
Noor Ahmad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,40,48,5.0,2,24.0,Excellent
Noor Ahmad,"Eden Gardens, Kolkata",1,21,25,5.04,2,12.5,Excellent
Noor Ahmad,"M.Chinnaswamy Stadium, Bengaluru",2,64,50,7.68,4,12.5,Good
Noor Ahmad,"MA Chidambaram Stadium, Chennai",1,29,24,7.25,1,24.0,Good
Noor Ahmad,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,20,24,5.0,2,12.0,Excellent
Noor Ahmad,"Narendra Modi Stadium, Ahmedabad",12,356,253,8.44,10,25.3,Average
Noor Ahmad,"Sawai Mansingh Stadium, Jaipur",2,68,46,8.87,2,23.0,Average
Noor Ahmad,"Wankhede Stadium, Mumbai",1,38,24,9.5,0,NA,Poor
OC McCoy,"Brabourne Stadium, Mumbai",3,97,80,7.28,6,13.333333333333334,Good
OC McCoy,"Eden Gardens, Kolkata",1,40,28,8.57,1,28.0,Average
OC McCoy,"Narendra Modi Stadium, Ahmedabad",2,49,44,6.68,3,14.666666666666666,Excellent
OC McCoy,"Sawai Mansingh Stadium, Jaipur",1,13,7,11.14,0,NA,Bad
OC McCoy,"Wankhede Stadium, Mumbai",1,56,21,16.0,1,21.0,Poor
OF Smith,"Brabourne Stadium, Mumbai",2,49,31,9.48,2,15.5,Good
OF Smith,"Dr DY Patil Sports Academy, Mumbai",2,61,31,11.81,0,NA,Bad
OF Smith,"Maharashtra Cricket Association Stadium, Pune",1,30,20,9.0,4,5.0,Excellent
OF Smith,"Wankhede Stadium, Mumbai",1,39,13,18.0,1,13.0,Good
P Dubey,"Arun Jaitley Stadium, Delhi",1,19,19,6.0,1,19.0,Excellent
PH Solanki,"Brabourne Stadium, Mumbai",1,21,12,10.5,2,6.0,Excellent
PH Solanki,"Wankhede Stadium, Mumbai",1,18,24,4.5,0,NA,Excellent
PJ Cummins,"Arun Jaitley Stadium, Delhi",1,35,24,8.75,0,NA,Average
PJ Cummins,"Brabourne Stadium, Mumbai",3,144,77,11.22,2,38.5,Bad
PJ Cummins,"Dr DY Patil Sports Academy, Mumbai",1,26,25,6.24,4,6.25,Excellent
PJ Cummins,"Eden Gardens, Kolkata",1,32,24,8.0,1,24.0,Average
PJ Cummins,"M.Chinnaswamy Stadium, Bengaluru",1,43,25,10.32,3,8.333333333333334,Excellent
PJ Cummins,"MA Chidambaram Stadium, Chennai",3,98,63,9.33,2,31.5,Poor
PJ Cummins,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,22,24,5.5,1,24.0,Excellent
PJ Cummins,"Maharashtra Cricket Association Stadium, Pune",1,49,25,11.76,2,12.5,Bad
PJ Cummins,"Narendra Modi Stadium, Ahmedabad",2,70,44,9.55,2,22.0,Poor
PJ Cummins,"Rajiv Gandhi International Stadium, Hyderabad",6,236,146,9.7,8,18.25,Average
PJ Cummins,"Wankhede Stadium, Mumbai",1,35,25,8.4,1,25.0,Average
PJ Sangwan,"Brabourne Stadium, Mumbai",2,43,44,5.86,3,14.666666666666666,Excellent
PJ Sangwan,"Dr DY Patil Sports Academy, Mumbai",1,23,12,11.5,0,NA,Bad
PP Chawla,"Arun Jaitley Stadium, Delhi",2,58,50,6.96,4,12.5,Excellent
PP Chawla,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,49,36,8.17,1,36.0,Average
PP Chawla,"Eden Gardens, Kolkata",1,28,18,9.33,2,9.0,Excellent
PP Chawla,"M.Chinnaswamy Stadium, Bengaluru",1,26,24,6.5,0,NA,Excellent
PP Chawla,"MA Chidambaram Stadium, Chennai",2,57,50,6.84,4,12.5,Excellent
PP Chawla,"Narendra Modi Stadium, Ahmedabad",3,110,63,10.48,4,15.75,Good
PP Chawla,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,29,24,7.25,2,12.0,Excellent
PP Chawla,"Rajiv Gandhi International Stadium, Hyderabad",2,77,36,12.83,3,12.0,Excellent
PP Chawla,"Sawai Mansingh Stadium, Jaipur",1,33,24,8.25,1,24.0,Average
PP Chawla,"Wankhede Stadium, Mumbai",12,344,261,7.91,15,17.4,Good
PVD Chameera,"Brabourne Stadium, Mumbai",3,132,69,11.48,3,23.0,Poor
PVD Chameera,"Dr DY Patil Sports Academy, Mumbai",1,33,19,10.42,2,9.5,Excellent
PVD Chameera,"Eden Gardens, Kolkata",2,103,44,14.05,0,NA,Bad
PVD Chameera,"Maharashtra Cricket Association Stadium, Pune",3,65,70,5.57,3,23.33333333333333,Excellent
PVD Chameera,"Wankhede Stadium, Mumbai",4,109,95,6.88,3,31.666666666666668,Excellent
PWH de Silva,"Arun Jaitley Stadium, Delhi",1,32,24,8.0,0,NA,Average
PWH de Silva,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,20,24,5.0,1,24.0,Excellent
PWH de Silva,"Brabourne Stadium, Mumbai",3,50,54,5.56,4,13.5,Excellent
PWH de Silva,"Dr DY Patil Sports Academy, Mumbai",4,122,80,9.15,7,11.428571428571429,Excellent
PWH de Silva,"Eden Gardens, Kolkata",1,42,24,10.5,1,24.0,Poor
PWH de Silva,"M.Chinnaswamy Stadium, Bengaluru",4,115,78,8.85,4,19.5,Average
PWH de Silva,"Maharashtra Cricket Association Stadium, Pune",3,82,67,7.34,5,13.4,Good
PWH de Silva,"Narendra Modi Stadium, Ahmedabad",1,26,24,6.5,1,24.0,Excellent
PWH de Silva,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,39,24,9.75,2,12.0,Excellent
PWH de Silva,"Wankhede Stadium, Mumbai",5,170,122,8.36,11,11.090909090909092,Excellent
R Ashwin,"Arun Jaitley Stadium, Delhi",1,24,24,6.0,3,8.0,Excellent
R Ashwin,"Barsapara Cricket Stadium, Guwahati",3,81,76,6.39,4,19.0,Excellent
R Ashwin,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,40,26,9.23,1,26.0,Poor
R Ashwin,"Brabourne Stadium, Mumbai",3,90,75,7.2,3,25.0,Good
R Ashwin,"Dr DY Patil Sports Academy, Mumbai",4,117,99,7.09,2,49.5,Good
R Ashwin,"Eden Gardens, Kolkata",3,121,80,9.07,1,80.0,Poor
R Ashwin,"M.Chinnaswamy Stadium, Bengaluru",1,37,25,8.88,1,25.0,Average
R Ashwin,"MA Chidambaram Stadium, Chennai",3,103,75,8.24,4,18.75,Average
R Ashwin,"Maharashtra Cricket Association Stadium, Pune",2,38,49,4.65,3,16.333333333333332,Excellent
R Ashwin,"Narendra Modi Stadium, Ahmedabad",4,120,93,7.74,3,31.0,Good
R Ashwin,"Rajiv Gandhi International Stadium, Hyderabad",2,63,51,7.41,1,51.0,Good
R Ashwin,"Sawai Mansingh Stadium, Jaipur",10,299,225,7.97,6,37.5,Good
R Ashwin,"Wankhede Stadium, Mumbai",7,212,176,7.23,5,35.2,Good
R Dhawan,"Arun Jaitley Stadium, Delhi",1,10,6,10.0,0,NA,Bad
R Dhawan,"Brabourne Stadium, Mumbai",1,36,24,9.0,2,12.0,Excellent
R Dhawan,"Dr DY Patil Sports Academy, Mumbai",2,43,39,6.62,1,39.0,Excellent
R Dhawan,"Eden Gardens, Kolkata",1,15,12,7.5,0,NA,Good
R Dhawan,"Maharashtra Cricket Association Stadium, Pune",1,17,12,8.5,0,NA,Average
R Dhawan,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,39,24,9.75,1,24.0,Poor
R Dhawan,"Rajiv Gandhi International Stadium, Hyderabad",1,39,19,12.32,0,NA,Bad
R Dhawan,"Wankhede Stadium, Mumbai",2,68,44,9.27,3,14.666666666666666,Good
R Goyal,"MA Chidambaram Stadium, Chennai",1,34,24,8.5,0,NA,Average
R Parag,"Arun Jaitley Stadium, Delhi",1,17,13,7.85,0,NA,Good
R Parag,"Dr DY Patil Sports Academy, Mumbai",2,23,12,11.5,1,12.0,Excellent
R Parag,"Maharashtra Cricket Association Stadium, Pune",1,14,6,14.0,0,NA,Bad
R Parag,"Sawai Mansingh Stadium, Jaipur",1,10,6,10.0,0,NA,Bad
R Parag,"Wankhede Stadium, Mumbai",1,22,8,16.5,0,NA,Bad
R Powell,"Barsapara Cricket Stadium, Guwahati",1,18,14,7.71,1,14.0,Good
R Powell,"Brabourne Stadium, Mumbai",1,17,7,14.57,0,NA,Bad
R Ravindra,"MA Chidambaram Stadium, Chennai",1,4,6,4.0,0,NA,Excellent
R Ravindra,"Rajiv Gandhi International Stadium, Hyderabad",1,3,6,3.0,0,NA,Excellent
R Sai Kishore,"Arun Jaitley Stadium, Delhi",1,22,6,22.0,0,NA,Bad
R Sai Kishore,"Eden Gardens, Kolkata",1,43,25,10.32,1,25.0,Bad
R Sai Kishore,"MA Chidambaram Stadium, Chennai",1,28,20,8.4,1,20.0,Average
R Sai Kishore,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,33,25,7.92,4,6.25,Excellent
R Sai Kishore,"Maharashtra Cricket Association Stadium, Pune",1,7,12,3.5,2,6.0,Excellent
R Sai Kishore,"Narendra Modi Stadium, Ahmedabad",3,74,54,8.22,4,13.5,Good
R Sai Kishore,"Wankhede Stadium, Mumbai",2,52,49,6.37,1,49.0,Excellent
R Sanjay Yadav,"Wankhede Stadium, Mumbai",1,23,14,9.86,0,NA,Poor
R Shepherd,"Dr DY Patil Sports Academy, Mumbai",1,42,25,10.08,3,8.333333333333334,Excellent
R Shepherd,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,21,12,10.5,0,NA,Bad
R Shepherd,"Maharashtra Cricket Association Stadium, Pune",1,33,25,7.92,1,25.0,Good
R Shepherd,"Wankhede Stadium, Mumbai",5,164,71,13.86,2,35.5,Bad
R Tewatia,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,8,7,6.86,0,NA,Excellent
R Tewatia,"Brabourne Stadium, Mumbai",2,35,12,17.5,0,NA,Bad
R Tewatia,"Dr DY Patil Sports Academy, Mumbai",2,19,12,9.5,1,12.0,Excellent
R Tewatia,"Maharashtra Cricket Association Stadium, Pune",1,22,12,11.0,0,NA,Bad
R Tewatia,"Narendra Modi Stadium, Ahmedabad",1,7,7,6.0,0,NA,Excellent
RA Jadeja,"Arun Jaitley Stadium, Delhi",1,50,25,12.0,1,25.0,Bad
RA Jadeja,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,43,37,6.97,1,37.0,Excellent
RA Jadeja,"Brabourne Stadium, Mumbai",2,55,39,8.46,1,39.0,Average
RA Jadeja,"Dr DY Patil Sports Academy, Mumbai",3,90,66,8.18,3,22.0,Average
RA Jadeja,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,1,43,24,10.75,1,24.0,Poor
RA Jadeja,"Eden Gardens, Kolkata",1,34,18,11.33,1,18.0,Average
RA Jadeja,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,20,24,5.0,3,8.0,Excellent
RA Jadeja,"M.Chinnaswamy Stadium, Bengaluru",2,77,42,11.0,0,NA,Bad
RA Jadeja,"MA Chidambaram Stadium, Chennai",15,321,306,6.29,15,20.4,Excellent
RA Jadeja,"Maharashtra Cricket Association Stadium, Pune",3,64,60,6.4,2,30.0,Excellent
RA Jadeja,"Narendra Modi Stadium, Ahmedabad",3,96,60,9.6,2,30.0,Poor
RA Jadeja,"Rajiv Gandhi International Stadium, Hyderabad",1,30,24,7.5,0,NA,Good
RA Jadeja,"Sawai Mansingh Stadium, Jaipur",1,32,25,7.68,1,25.0,Good
RA Jadeja,"Wankhede Stadium, Mumbai",4,100,86,6.98,3,28.666666666666668,Excellent
RD Chahar,"Arun Jaitley Stadium, Delhi",1,17,25,4.08,2,12.5,Excellent
RD Chahar,"Barsapara Cricket Stadium, Guwahati",2,57,48,7.12,2,24.0,Good
RD Chahar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,70,37,11.35,1,37.0,Bad
RD Chahar,"Brabourne Stadium, Mumbai",4,124,91,8.18,7,13.0,Good
RD Chahar,"Dr DY Patil Sports Academy, Mumbai",4,84,83,6.07,3,27.666666666666668,Excellent
RD Chahar,"Eden Gardens, Kolkata",2,57,49,6.98,3,16.333333333333332,Excellent
RD Chahar,Himachal Pradesh Cricket Association Stadium (Dharamsala),4,133,90,8.87,4,22.5,Average
RD Chahar,"M.Chinnaswamy Stadium, Bengaluru",1,16,6,16.0,0,NA,Bad
RD Chahar,"MA Chidambaram Stadium, Chennai",2,51,48,6.38,3,16.0,Excellent
RD Chahar,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,33,24,8.25,1,24.0,Average
RD Chahar,"Maharashtra Cricket Association Stadium, Pune",2,74,48,9.25,2,24.0,Poor
RD Chahar,"Punjab Cricket Association IS Bindra Stadium, Mohali",5,121,96,7.56,1,96.0,Good
RD Chahar,"Rajiv Gandhi International Stadium, Hyderabad",2,71,43,9.91,1,43.0,Poor
RD Chahar,"Wankhede Stadium, Mumbai",4,125,92,8.15,2,46.0,Average
RJ Gleeson,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,41,26,9.46,0,NA,Poor
RJ Gleeson,"MA Chidambaram Stadium, Chennai",1,31,25,7.44,1,25.0,Good
RJW Topley,"M.Chinnaswamy Stadium, Bengaluru",3,121,63,11.52,3,21.0,Poor
RJW Topley,"Sawai Mansingh Stadium, Jaipur",1,27,25,6.48,2,12.5,Excellent
RJW Topley,"Wankhede Stadium, Mumbai",1,34,19,10.74,0,NA,Bad
RP Meredith,"Arun Jaitley Stadium, Delhi",1,35,23,9.13,2,11.5,Excellent
RP Meredith,"Brabourne Stadium, Mumbai",1,34,25,8.16,1,25.0,Average
RP Meredith,"Dr DY Patil Sports Academy, Mumbai",3,85,73,6.99,3,24.33333333333333,Excellent
RP Meredith,"Narendra Modi Stadium, Ahmedabad",1,49,26,11.31,1,26.0,Bad
RP Meredith,"Rajiv Gandhi International Stadium, Hyderabad",1,34,27,7.56,2,13.5,Good
RP Meredith,"Wankhede Stadium, Mumbai",6,213,133,9.61,8,16.625,Poor
RS Hangargekar,"MA Chidambaram Stadium, Chennai",1,24,15,9.6,0,NA,Poor
RS Hangargekar,"Narendra Modi Stadium, Ahmedabad",1,36,28,7.71,3,9.333333333333334,Excellent
Ramandeep Singh,"Eden Gardens, Kolkata",1,9,4,13.5,0,NA,Bad
Ramandeep Singh,"Wankhede Stadium, Mumbai",3,55,41,8.05,6,6.833333333333333,Excellent
Rashid Khan,"Arun Jaitley Stadium, Delhi",2,66,48,8.25,3,16.0,Good
Rashid Khan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,61,48,7.62,2,24.0,Good
Rashid Khan,"Brabourne Stadium, Mumbai",3,75,72,6.25,6,12.0,Excellent
Rashid Khan,"Dr DY Patil Sports Academy, Mumbai",4,98,96,6.12,3,32.0,Excellent
Rashid Khan,"Eden Gardens, Kolkata",2,69,49,8.45,0,NA,Average
Rashid Khan,"M.Chinnaswamy Stadium, Bengaluru",2,49,34,8.65,1,34.0,Average
Rashid Khan,"MA Chidambaram Stadium, Chennai",2,86,48,10.75,3,16.0,Good
Rashid Khan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,15,24,3.75,1,24.0,Excellent
Rashid Khan,"Maharashtra Cricket Association Stadium, Pune",3,83,74,6.73,6,12.333333333333334,Excellent
Rashid Khan,"Narendra Modi Stadium, Ahmedabad",16,527,368,8.59,19,19.36842105263158,Average
Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,27,24,6.75,1,24.0,Excellent
Rashid Khan,"Sawai Mansingh Stadium, Jaipur",2,32,50,3.84,5,10.0,Excellent
Rashid Khan,"Wankhede Stadium, Mumbai",5,169,120,8.45,8,15.0,Good
Rasikh Salam,"Arun Jaitley Stadium, Delhi",4,145,89,9.78,7,12.714285714285714,Poor
Rasikh Salam,"Brabourne Stadium, Mumbai",1,10,6,10.0,0,NA,Bad
Rasikh Salam,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,1,26,12,13.0,0,NA,Bad
Rasikh Salam,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,47,19,14.84,0,NA,Bad
Rasikh Salam,"Eden Gardens, Kolkata",1,30,15,12.0,0,NA,Bad
Rasikh Salam,"M.Chinnaswamy Stadium, Bengaluru",1,23,21,6.57,2,10.5,Excellent
Rasikh Salam,"Maharashtra Cricket Association Stadium, Pune",1,18,18,6.0,0,NA,Excellent
Ravi Bishnoi,"Arun Jaitley Stadium, Delhi",1,26,24,6.5,1,24.0,Excellent
Ravi Bishnoi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",13,340,274,7.45,15,18.266666666666666,Good
Ravi Bishnoi,"Brabourne Stadium, Mumbai",3,93,74,7.54,6,12.333333333333334,Good
Ravi Bishnoi,"Dr DY Patil Sports Academy, Mumbai",4,134,100,8.04,3,33.333333333333336,Average
Ravi Bishnoi,"Eden Gardens, Kolkata",3,86,67,7.7,3,22.33333333333333,Good
Ravi Bishnoi,"M.Chinnaswamy Stadium, Bengaluru",2,72,45,9.6,0,NA,Poor
Ravi Bishnoi,"MA Chidambaram Stadium, Chennai",3,77,62,7.45,3,20.666666666666668,Good
Ravi Bishnoi,"Maharashtra Cricket Association Stadium, Pune",2,71,45,9.47,2,22.5,Poor
Ravi Bishnoi,"Narendra Modi Stadium, Ahmedabad",1,21,13,9.69,0,NA,Poor
Ravi Bishnoi,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,42,25,10.08,2,12.5,Bad
Ravi Bishnoi,"Rajiv Gandhi International Stadium, Hyderabad",2,57,24,14.25,0,NA,Bad
Ravi Bishnoi,"Sawai Mansingh Stadium, Jaipur",2,65,49,7.96,2,24.5,Good
Ravi Bishnoi,"Wankhede Stadium, Mumbai",5,156,120,7.8,4,30.0,Good
S Dube,"Brabourne Stadium, Mumbai",1,25,8,18.75,0,NA,Bad
S Dube,"MA Chidambaram Stadium, Chennai",1,14,6,14.0,1,6.0,Excellent
S Dube,"Wankhede Stadium, Mumbai",1,15,6,15.0,0,NA,Bad
S Gopal,"Brabourne Stadium, Mumbai",1,34,18,11.33,1,18.0,Average
S Gopal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,26,12,13.0,1,12.0,Excellent
S Gopal,"Wankhede Stadium, Mumbai",2,41,30,8.2,2,15.0,Good
S Joseph,"Eden Gardens, Kolkata",1,51,30,10.2,0,NA,Bad
S Kaul,"Wankhede Stadium, Mumbai",1,43,24,10.75,0,NA,Bad
S Sandeep Warrier,"Arun Jaitley Stadium, Delhi",1,15,19,4.74,3,6.333333333333333,Excellent
S Sandeep Warrier,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,21,7,18.0,0,NA,Bad
S Sandeep Warrier,"Narendra Modi Stadium, Ahmedabad",3,86,44,11.73,3,14.666666666666666,Good
SA Abbott,"Brabourne Stadium, Mumbai",1,47,27,10.44,1,27.0,Bad
SH Johnson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,36,25,8.64,0,NA,Average
SH Johnson,"MA Chidambaram Stadium, Chennai",1,35,24,8.75,1,24.0,Average
SH Johnson,"Narendra Modi Stadium, Ahmedabad",2,47,26,10.85,3,8.666666666666666,Excellent
SH Johnson,"Sawai Mansingh Stadium, Jaipur",1,37,24,9.25,0,NA,Poor
SM Curran,"Arun Jaitley Stadium, Delhi",1,18,12,9.0,0,NA,Poor
SM Curran,"Barsapara Cricket Stadium, Guwahati",2,69,42,9.86,3,14.0,Good
SM Curran,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,59,50,7.08,6,8.333333333333334,Excellent
SM Curran,"Eden Gardens, Kolkata",2,104,43,14.51,1,43.0,Bad
SM Curran,Himachal Pradesh Cricket Association Stadium (Dharamsala),4,166,95,10.48,5,19.0,Average
SM Curran,"M.Chinnaswamy Stadium, Bengaluru",1,30,18,10.0,1,18.0,Average
SM Curran,"MA Chidambaram Stadium, Chennai",2,87,46,11.35,1,46.0,Bad
SM Curran,Maharaja Yadavindra Singh International Cricket St (Mullanpur) ,1,25,25,6.0,2,12.5,Excellent
SM Curran,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4,111,70,9.51,5,14.0,Good
SM Curran,"Narendra Modi Stadium, Ahmedabad",1,19,12,9.5,0,NA,Poor
